Transaction_ID,Transaction_Date,Customer_ID,Store_ID,Employee_ID,Product_Id,Quantity_Sold,Payment_Method,Unit_Price,Discount_Amount,Total_sale_amount,Sales_Tax,Revenue
T00404,01-03-2023 00:00,CUST013,ST1004,EMP045,PROD087,5,UPI,86798.49,8679.849,43399.245,7811.8641,51211.1091
T00405,01-03-2023 00:00,CUST039,ST1002,EMP056,PROD094,2,UPI,84056.68,8405.668,16811.336,3026.04048,19837.37648
T00406,01-03-2023 00:00,CUST095,ST1001,EMP016,PROD051,3,UPI,64826.93,6482.693,19448.079,3500.65422,22948.73322
T00407,01-03-2023 00:00,CUST090,ST1003,EMP064,PROD052,5,Credit Card,97793.28,9779.328,48896.64,8801.3952,57698.0352
T00408,01-03-2023 00:00,CUST043,ST1004,EMP084,PROD059,1,UPI,57999.92,5799.992,5799.992,1043.99856,6843.99056
T00409,01-03-2023 00:00,CUST006,ST1005,EMP005,PROD056,3,Credit Card,40181.84,4018.184,12054.552,2169.81936,14224.37136
T00410,01-03-2023 00:00,CUST020,ST1004,EMP017,PROD043,1,Credit Card,31752.56,3175.256,3175.256,571.54608,3746.80208
T00411,01-03-2023 00:00,CUST075,ST1004,EMP093,PROD076,2,Cash,85234.31,8523.431,17046.862,3068.43516,20115.29716
T00412,01-03-2023 00:00,CUST084,ST1004,EMP064,PROD099,4,Cash,42708.88,4270.888,17083.552,3075.03936,20158.59136
T00413,01-03-2023 00:00,CUST006,ST1003,EMP027,PROD090,1,Credit Card,69771.93,6977.193,6977.193,1255.89474,8233.08774
T00414,01-03-2023 00:00,CUST014,ST1001,EMP067,PROD057,4,UPI,42819.16,4281.916,17127.664,3082.97952,20210.64352
T00415,01-03-2023 00:00,CUST077,ST1002,EMP065,PROD061,4,Debit Card,94613.24,9461.324,37845.296,6812.15328,44657.44928
T00416,01-03-2023 00:00,CUST077,ST1002,EMP014,PROD030,1,Cash,72383.01,7238.301,7238.301,1302.89418,8541.19518
T00417,01-03-2023 00:00,CUST089,ST1004,EMP030,PROD002,3,Credit Card,56938.25,5693.825,17081.475,3074.6655,20156.1405
T00418,01-03-2023 00:00,CUST071,ST1002,EMP018,PROD040,4,Credit Card,94738.99,9473.899,37895.596,6821.20728,44716.80328
T00419,01-03-2023 00:00,CUST037,ST1001,EMP096,PROD088,2,Cash,44655.88,4465.588,8931.176,1607.61168,10538.78768
T00420,01-03-2023 00:00,CUST074,ST1004,EMP028,PROD012,3,Debit Card,98283.41,9828.341,29485.023,5307.30414,34792.32714
T00421,01-03-2023 00:00,CUST086,ST1001,EMP076,PROD086,2,Cash,54220.87,5422.087,10844.174,1951.95132,12796.12532
T00422,01-03-2023 00:00,CUST011,ST1001,EMP056,PROD040,1,Credit Card,94738.99,9473.899,9473.899,1705.30182,11179.20082
T00423,01-03-2023 00:00,CUST015,ST1002,EMP006,PROD051,5,Cash,64826.93,6482.693,32413.465,5834.4237,38247.8887
T00424,01-03-2023 00:00,CUST084,ST1001,EMP025,PROD032,3,UPI,15369.14,1536.914,4610.742,829.93356,5440.67556
T00425,01-03-2023 00:00,CUST066,ST1001,EMP031,PROD042,4,Debit Card,77065.06,7706.506,30826.024,5548.68432,36374.70832
T00426,01-03-2023 00:00,CUST031,ST1005,EMP002,PROD054,4,Cash,43905.19,4390.519,17562.076,3161.17368,20723.24968
T00427,01-03-2023 00:00,CUST042,ST1004,EMP072,PROD091,2,Cash,13208.38,1320.838,2641.676,475.50168,3117.17768
T00428,01-03-2023 00:00,CUST023,ST1004,EMP083,PROD053,1,UPI,32372.28,3237.228,3237.228,582.70104,3819.92904
T00429,01-03-2023 00:00,CUST091,ST1002,EMP057,PROD063,4,Debit Card,49758.7,4975.87,19903.48,3582.6264,23486.1064
T00430,01-03-2023 00:00,CUST058,ST1005,EMP089,PROD079,1,Credit Card,71685.15,7168.515,7168.515,1290.3327,8458.8477
T00431,01-03-2023 00:00,CUST040,ST1004,EMP013,PROD072,2,Credit Card,21865.97,2186.597,4373.194,787.17492,5160.36892
T00432,01-03-2023 00:00,CUST019,ST1005,EMP013,PROD100,1,Credit Card,11566.48,1156.648,1156.648,208.19664,1364.84464
T00433,01-03-2023 00:00,CUST070,ST1004,EMP061,PROD078,3,Credit Card,28459.94,2845.994,8537.982,1536.83676,10074.81876
T00434,01-03-2023 00:00,CUST008,ST1002,EMP041,PROD076,4,UPI,85234.31,8523.431,34093.724,6136.87032,40230.59432
T00435,01-03-2023 00:00,CUST080,ST1004,EMP062,PROD083,2,UPI,63623.04,6362.304,12724.608,2290.42944,15015.03744
T00436,01-03-2023 00:00,CUST065,ST1004,EMP044,PROD034,3,Credit Card,34450.28,3445.028,10335.084,1860.31512,12195.39912
T00437,01-03-2023 00:00,CUST057,ST1005,EMP051,PROD010,4,UPI,96340.67,9634.067,38536.268,6936.52824,45472.79624
T00438,01-03-2023 00:00,CUST038,ST1005,EMP026,PROD071,4,Debit Card,24996.83,2499.683,9998.732,1799.77176,11798.50376
T00439,01-03-2023 00:00,CUST045,ST1004,EMP039,PROD075,3,Credit Card,5122.51,512.251,1536.753,276.61554,1813.36854
T00440,01-03-2023 00:00,CUST024,ST1003,EMP081,PROD094,3,UPI,84056.68,8405.668,25217.004,4539.06072,29756.06472
T00441,01-03-2023 00:00,CUST047,ST1001,EMP081,PROD065,3,UPI,71981.66,7198.166,21594.498,3887.00964,25481.50764
T00442,01-03-2023 00:00,CUST048,ST1004,EMP083,PROD095,3,Cash,990.62,99.062,297.186,53.49348,350.67948
T00443,01-03-2023 00:00,CUST042,ST1003,EMP002,PROD041,3,UPI,32259.26,3225.926,9677.778,1742.00004,11419.77804
T00444,01-03-2023 00:00,CUST053,ST1002,EMP013,PROD068,2,Debit Card,14449.46,1444.946,2889.892,520.18056,3410.07256
T00445,01-03-2023 00:00,CUST088,ST1004,EMP023,PROD003,4,Cash,55795.13,5579.513,22318.052,4017.24936,26335.30136
T00446,01-03-2023 00:00,CUST027,ST1002,EMP079,PROD088,5,Debit Card,44655.88,4465.588,22327.94,4019.0292,26346.9692
T00447,01-03-2023 00:00,CUST062,ST1003,EMP066,PROD014,2,UPI,17380.67,1738.067,3476.134,625.70412,4101.83812
T00448,01-03-2023 00:00,CUST100,ST1004,EMP014,PROD047,5,UPI,40062.86,4006.286,20031.43,3605.6574,23637.0874
T00449,01-03-2023 00:00,CUST067,ST1001,EMP044,PROD059,2,Cash,57999.92,5799.992,11599.984,2087.99712,13687.98112
T00450,01-03-2023 00:00,CUST079,ST1004,EMP025,PROD035,5,Credit Card,38805.77,3880.577,19402.885,3492.5193,22895.4043
T00451,01-03-2023 00:00,CUST020,ST1002,EMP093,PROD001,2,Cash,51751.88,5175.188,10350.376,1863.06768,12213.44368
T00452,01-03-2023 00:00,CUST044,ST1005,EMP007,PROD093,5,UPI,89960.74,8996.074,44980.37,8096.4666,53076.8366
T00453,01-03-2023 00:00,CUST052,ST1004,EMP031,PROD004,1,UPI,81498.93,8149.893,8149.893,1466.98074,9616.87374
T00454,01-03-2023 00:00,CUST068,ST1005,EMP012,PROD069,1,Cash,33717.16,3371.716,3371.716,606.90888,3978.62488
T00455,01-03-2023 00:00,CUST088,ST1003,EMP054,PROD095,5,Credit Card,990.62,99.062,495.31,89.1558,584.4658
T00456,01-03-2023 00:00,CUST027,ST1004,EMP046,PROD018,5,Cash,77058.65,7705.865,38529.325,6935.2785,45464.6035
T00457,01-03-2023 00:00,CUST089,ST1004,EMP022,PROD096,1,Debit Card,81437.9,8143.79,8143.79,1465.8822,9609.6722
T00458,01-03-2023 00:00,CUST030,ST1003,EMP070,PROD016,4,Debit Card,29542.21,2954.221,11816.884,2127.03912,13943.92312
T00459,01-03-2023 00:00,CUST004,ST1001,EMP076,PROD015,4,Cash,99876.22,9987.622,39950.488,7191.08784,47141.57584
T00460,01-03-2023 00:00,CUST076,ST1001,EMP050,PROD019,3,UPI,57587.74,5758.774,17276.322,3109.73796,20386.05996
T00461,01-03-2023 00:00,CUST032,ST1003,EMP072,PROD082,4,UPI,22969.7,2296.97,9187.88,1653.8184,10841.6984
T00462,01-03-2023 00:00,CUST022,ST1002,EMP098,PROD099,3,Debit Card,42708.88,4270.888,12812.664,2306.27952,15118.94352
T00463,01-03-2023 00:00,CUST004,ST1003,EMP026,PROD046,2,Credit Card,17795.8,1779.58,3559.16,640.6488,4199.8088
T00464,01-03-2023 00:00,CUST100,ST1002,EMP013,PROD098,2,Credit Card,85268.7,8526.87,17053.74,3069.6732,20123.4132
T00465,01-03-2023 00:00,CUST093,ST1005,EMP017,PROD041,5,UPI,32259.26,3225.926,16129.63,2903.3334,19032.9634
T00466,01-03-2023 00:00,CUST019,ST1003,EMP077,PROD052,4,UPI,97793.28,9779.328,39117.312,7041.11616,46158.42816
T00467,01-03-2023 00:00,CUST021,ST1001,EMP076,PROD018,1,Cash,77058.65,7705.865,7705.865,1387.0557,9092.9207
T00468,01-03-2023 00:00,CUST040,ST1004,EMP077,PROD097,5,Debit Card,33221.44,3322.144,16610.72,2989.9296,19600.6496
T00469,01-03-2023 00:00,CUST069,ST1002,EMP030,PROD043,3,Credit Card,31752.56,3175.256,9525.768,1714.63824,11240.40624
T00470,01-03-2023 00:00,CUST091,ST1001,EMP019,PROD083,5,Credit Card,63623.04,6362.304,31811.52,5726.0736,37537.5936
T00471,01-03-2023 00:00,CUST044,ST1003,EMP007,PROD066,2,UPI,90494.97,9049.497,18098.994,3257.81892,21356.81292
T00472,01-03-2023 00:00,CUST094,ST1003,EMP098,PROD056,1,Debit Card,40181.84,4018.184,4018.184,723.27312,4741.45712
T00473,01-03-2023 00:00,CUST052,ST1004,EMP043,PROD037,5,Debit Card,42211.96,4221.196,21105.98,3799.0764,24905.0564
T00474,01-03-2023 00:00,CUST017,ST1004,EMP045,PROD083,1,Debit Card,63623.04,6362.304,6362.304,1145.21472,7507.51872
T00475,01-03-2023 00:00,CUST041,ST1004,EMP091,PROD056,1,Debit Card,40181.84,4018.184,4018.184,723.27312,4741.45712
T00476,01-03-2023 00:00,CUST099,ST1004,EMP016,PROD039,1,UPI,1315.78,131.578,131.578,23.68404,155.26204
T00477,01-03-2023 00:00,CUST060,ST1002,EMP071,PROD024,1,Cash,54730.89,5473.089,5473.089,985.15602,6458.24502
T00478,01-03-2023 00:00,CUST057,ST1004,EMP087,PROD019,3,Credit Card,57587.74,5758.774,17276.322,3109.73796,20386.05996
T00479,01-03-2023 00:00,CUST015,ST1004,EMP060,PROD051,4,Credit Card,64826.93,6482.693,25930.772,4667.53896,30598.31096
T00480,01-03-2023 00:00,CUST085,ST1002,EMP026,PROD041,2,Debit Card,32259.26,3225.926,6451.852,1161.33336,7613.18536
T00481,01-03-2023 00:00,CUST054,ST1002,EMP043,PROD057,4,Credit Card,42819.16,4281.916,17127.664,3082.97952,20210.64352
T00482,01-03-2023 00:00,CUST020,ST1001,EMP023,PROD040,5,Cash,94738.99,9473.899,47369.495,8526.5091,55896.0041
T00483,01-03-2023 00:00,CUST034,ST1001,EMP041,PROD056,1,UPI,40181.84,4018.184,4018.184,723.27312,4741.45712
T00484,01-03-2023 00:00,CUST020,ST1004,EMP077,PROD100,1,UPI,11566.48,1156.648,1156.648,208.19664,1364.84464
T00485,01-03-2023 00:00,CUST089,ST1005,EMP057,PROD047,1,Cash,40062.86,4006.286,4006.286,721.13148,4727.41748
T00486,01-03-2023 00:00,CUST012,ST1004,EMP064,PROD067,2,Debit Card,55486.21,5548.621,11097.242,1997.50356,13094.74556
T00487,01-03-2023 00:00,CUST080,ST1004,EMP010,PROD067,2,Cash,55486.21,5548.621,11097.242,1997.50356,13094.74556
T00488,01-03-2023 00:00,CUST073,ST1002,EMP092,PROD012,3,Debit Card,98283.41,9828.341,29485.023,5307.30414,34792.32714
T00489,01-03-2023 00:00,CUST075,ST1005,EMP050,PROD054,1,Debit Card,43905.19,4390.519,4390.519,790.29342,5180.81242
T00490,01-03-2023 00:00,CUST031,ST1004,EMP038,PROD077,2,Debit Card,98005.74,9800.574,19601.148,3528.20664,23129.35464
T00491,01-03-2023 00:00,CUST092,ST1001,EMP046,PROD004,2,Credit Card,81498.93,8149.893,16299.786,2933.96148,19233.74748
T00492,01-03-2023 00:00,CUST090,ST1003,EMP095,PROD024,1,Cash,54730.89,5473.089,5473.089,985.15602,6458.24502
T00493,01-03-2023 00:00,CUST009,ST1002,EMP050,PROD088,3,Cash,44655.88,4465.588,13396.764,2411.41752,15808.18152
T00494,01-03-2023 00:00,CUST058,ST1001,EMP001,PROD094,1,UPI,84056.68,8405.668,8405.668,1513.02024,9918.68824
T00495,01-03-2023 00:00,CUST014,ST1001,EMP094,PROD053,1,Debit Card,32372.28,3237.228,3237.228,582.70104,3819.92904
T00496,01-03-2023 00:00,CUST054,ST1002,EMP088,PROD064,3,Credit Card,37827.01,3782.701,11348.103,2042.65854,13390.76154
T00497,01-03-2023 00:00,CUST033,ST1002,EMP015,PROD004,2,UPI,81498.93,8149.893,16299.786,2933.96148,19233.74748
T00498,01-03-2023 00:00,CUST022,ST1002,EMP006,PROD069,1,UPI,33717.16,3371.716,3371.716,606.90888,3978.62488
T00499,01-03-2023 00:00,CUST026,ST1001,EMP005,PROD066,3,UPI,90494.97,9049.497,27148.491,4886.72838,32035.21938
T00500,01-03-2023 00:00,CUST089,ST1004,EMP011,PROD079,4,Cash,71685.15,7168.515,28674.06,5161.3308,33835.3908
T00501,01-03-2023 00:00,CUST045,ST1002,EMP001,PROD009,5,Cash,72849.69,7284.969,36424.845,6556.4721,42981.3171
T00502,01-03-2023 00:00,CUST096,ST1003,EMP057,PROD015,1,UPI,99876.22,9987.622,9987.622,1797.77196,11785.39396
T00503,01-03-2023 00:00,CUST089,ST1005,EMP022,PROD071,2,Debit Card,24996.83,2499.683,4999.366,899.88588,5899.25188
T00504,01-03-2023 00:00,CUST060,ST1003,EMP037,PROD036,4,Credit Card,56076.35,5607.635,22430.54,4037.4972,26468.0372
T00505,01-03-2023 00:00,CUST068,ST1001,EMP099,PROD009,3,Debit Card,72849.69,7284.969,21854.907,3933.88326,25788.79026
T00506,01-03-2023 00:00,CUST056,ST1004,EMP085,PROD081,1,Cash,27755.57,2775.557,2775.557,499.60026,3275.15726
T00507,01-03-2023 00:00,CUST045,ST1005,EMP062,PROD092,4,Credit Card,35173.79,3517.379,14069.516,2532.51288,16602.02888
T00508,01-03-2023 00:00,CUST009,ST1001,EMP064,PROD018,4,Debit Card,77058.65,7705.865,30823.46,5548.2228,36371.6828
T00509,01-03-2023 00:00,CUST091,ST1003,EMP063,PROD093,4,Debit Card,89960.74,8996.074,35984.296,6477.17328,42461.46928
T00510,01-03-2023 00:00,CUST042,ST1005,EMP011,PROD067,2,UPI,55486.21,5548.621,11097.242,1997.50356,13094.74556
T00511,01-03-2023 00:00,CUST088,ST1005,EMP081,PROD030,1,Credit Card,72383.01,7238.301,7238.301,1302.89418,8541.19518
T00512,01-03-2023 00:00,CUST031,ST1002,EMP021,PROD030,3,Cash,72383.01,7238.301,21714.903,3908.68254,25623.58554
T00513,01-03-2023 00:00,CUST047,ST1003,EMP052,PROD067,1,Cash,55486.21,5548.621,5548.621,998.75178,6547.37278
T00514,01-03-2023 00:00,CUST048,ST1003,EMP059,PROD021,2,Cash,64442.81,6444.281,12888.562,2319.94116,15208.50316
T00515,01-03-2023 00:00,CUST088,ST1005,EMP099,PROD019,5,Debit Card,57587.74,5758.774,28793.87,5182.8966,33976.7666
T00516,01-03-2023 00:00,CUST036,ST1004,EMP066,PROD040,1,Cash,94738.99,9473.899,9473.899,1705.30182,11179.20082
T00517,01-03-2023 00:00,CUST001,ST1001,EMP017,PROD032,5,UPI,15369.14,1536.914,7684.57,1383.2226,9067.7926
T00518,01-03-2023 00:00,CUST093,ST1002,EMP014,PROD005,2,Cash,5930.16,593.016,1186.032,213.48576,1399.51776
T00519,01-03-2023 00:00,CUST030,ST1001,EMP099,PROD002,3,Cash,56938.25,5693.825,17081.475,3074.6655,20156.1405
T00520,01-03-2023 00:00,CUST100,ST1005,EMP039,PROD049,1,Debit Card,17788.31,1778.831,1778.831,320.18958,2099.02058
T00521,01-03-2023 00:00,CUST093,ST1002,EMP017,PROD030,2,UPI,72383.01,7238.301,14476.602,2605.78836,17082.39036
T00522,01-03-2023 00:00,CUST052,ST1001,EMP012,PROD094,1,UPI,84056.68,8405.668,8405.668,1513.02024,9918.68824
T00523,01-03-2023 00:00,CUST052,ST1005,EMP024,PROD056,1,Cash,40181.84,4018.184,4018.184,723.27312,4741.45712
T00524,01-03-2023 00:00,CUST030,ST1004,EMP033,PROD030,3,Credit Card,72383.01,7238.301,21714.903,3908.68254,25623.58554
T00525,01-03-2023 00:00,CUST088,ST1001,EMP097,PROD028,2,UPI,18939.32,1893.932,3787.864,681.81552,4469.67952
T00526,01-03-2023 00:00,CUST002,ST1001,EMP071,PROD063,2,Credit Card,49758.7,4975.87,9951.74,1791.3132,11743.0532
T00527,01-03-2023 00:00,CUST064,ST1004,EMP051,PROD062,2,UPI,60747.06,6074.706,12149.412,2186.89416,14336.30616
T00528,01-03-2023 00:00,CUST090,ST1003,EMP095,PROD090,3,Cash,69771.93,6977.193,20931.579,3767.68422,24699.26322
T00529,01-03-2023 00:00,CUST009,ST1001,EMP003,PROD012,1,Debit Card,98283.41,9828.341,9828.341,1769.10138,11597.44238
T00530,01-03-2023 00:00,CUST054,ST1001,EMP095,PROD098,5,UPI,85268.7,8526.87,42634.35,7674.183,50308.533
T00531,01-03-2023 00:00,CUST031,ST1004,EMP070,PROD030,3,Cash,72383.01,7238.301,21714.903,3908.68254,25623.58554
T00532,01-03-2023 00:00,CUST036,ST1001,EMP031,PROD077,1,Credit Card,98005.74,9800.574,9800.574,1764.10332,11564.67732
T00533,01-03-2023 00:00,CUST066,ST1004,EMP033,PROD090,2,Debit Card,69771.93,6977.193,13954.386,2511.78948,16466.17548
T00534,01-03-2023 00:00,CUST031,ST1002,EMP094,PROD049,3,Credit Card,17788.31,1778.831,5336.493,960.56874,6297.06174
T00535,01-03-2023 00:00,CUST089,ST1003,EMP091,PROD086,3,Cash,54220.87,5422.087,16266.261,2927.92698,19194.18798
T00536,01-03-2023 00:00,CUST005,ST1005,EMP013,PROD003,2,Debit Card,55795.13,5579.513,11159.026,2008.62468,13167.65068
T00537,01-03-2023 00:00,CUST044,ST1001,EMP067,PROD065,4,Cash,71981.66,7198.166,28792.664,5182.67952,33975.34352
T00538,01-03-2023 00:00,CUST017,ST1003,EMP008,PROD087,5,Debit Card,86798.49,8679.849,43399.245,7811.8641,51211.1091
T00539,01-03-2023 00:00,CUST015,ST1004,EMP099,PROD060,3,UPI,55764.61,5576.461,16729.383,3011.28894,19740.67194
T00540,01-03-2023 00:00,CUST020,ST1004,EMP004,PROD068,1,Debit Card,14449.46,1444.946,1444.946,260.09028,1705.03628
T00541,01-03-2023 00:00,CUST065,ST1004,EMP060,PROD055,2,UPI,52068.95,5206.895,10413.79,1874.4822,12288.2722
T00542,01-03-2023 00:00,CUST093,ST1002,EMP002,PROD088,5,Credit Card,44655.88,4465.588,22327.94,4019.0292,26346.9692
T00543,01-03-2023 00:00,CUST001,ST1002,EMP063,PROD020,1,Debit Card,2765.89,276.589,276.589,49.78602,326.37502
T00544,01-03-2023 00:00,CUST080,ST1003,EMP078,PROD002,1,Cash,56938.25,5693.825,5693.825,1024.8885,6718.7135
T00545,01-03-2023 00:00,CUST057,ST1001,EMP092,PROD051,4,Cash,64826.93,6482.693,25930.772,4667.53896,30598.31096
T00546,01-03-2023 00:00,CUST100,ST1005,EMP097,PROD097,2,Cash,33221.44,3322.144,6644.288,1195.97184,7840.25984
T00547,01-03-2023 00:00,CUST057,ST1002,EMP032,PROD075,3,UPI,5122.51,512.251,1536.753,276.61554,1813.36854
T00548,01-03-2023 00:00,CUST049,ST1002,EMP083,PROD058,2,Cash,80398.86,8039.886,16079.772,2894.35896,18974.13096
T00549,01-03-2023 00:00,CUST061,ST1004,EMP058,PROD090,3,UPI,69771.93,6977.193,20931.579,3767.68422,24699.26322
T00550,01-03-2023 00:00,CUST013,ST1002,EMP099,PROD012,1,Credit Card,98283.41,9828.341,9828.341,1769.10138,11597.44238
T00551,01-03-2023 00:00,CUST060,ST1005,EMP020,PROD069,4,Cash,33717.16,3371.716,13486.864,2427.63552,15914.49952
T00552,01-03-2023 00:00,CUST005,ST1002,EMP071,PROD068,5,UPI,14449.46,1444.946,7224.73,1300.4514,8525.1814
T00553,01-03-2023 00:00,CUST021,ST1004,EMP083,PROD054,3,Cash,43905.19,4390.519,13171.557,2370.88026,15542.43726
T00554,01-03-2023 00:00,CUST011,ST1005,EMP057,PROD050,4,Debit Card,58400.74,5840.074,23360.296,4204.85328,27565.14928
T00555,01-03-2023 00:00,CUST041,ST1003,EMP077,PROD062,1,Cash,60747.06,6074.706,6074.706,1093.44708,7168.15308
T00556,01-03-2023 00:00,CUST024,ST1003,EMP022,PROD084,2,Debit Card,19334.58,1933.458,3866.916,696.04488,4562.96088
T00557,01-03-2023 00:00,CUST073,ST1003,EMP041,PROD099,4,Credit Card,42708.88,4270.888,17083.552,3075.03936,20158.59136
T00558,01-03-2023 00:00,CUST019,ST1003,EMP066,PROD052,4,UPI,97793.28,9779.328,39117.312,7041.11616,46158.42816
T00559,01-03-2023 00:00,CUST040,ST1004,EMP062,PROD066,1,Debit Card,90494.97,9049.497,9049.497,1628.90946,10678.40646
T00560,01-03-2023 00:00,CUST019,ST1004,EMP029,PROD040,5,Debit Card,94738.99,9473.899,47369.495,8526.5091,55896.0041
T00561,01-03-2023 00:00,CUST025,ST1003,EMP097,PROD056,5,UPI,40181.84,4018.184,20090.92,3616.3656,23707.2856
T00562,01-03-2023 00:00,CUST084,ST1004,EMP039,PROD058,5,Debit Card,80398.86,8039.886,40199.43,7235.8974,47435.3274
T00563,01-03-2023 00:00,CUST018,ST1001,EMP079,PROD035,1,Debit Card,38805.77,3880.577,3880.577,698.50386,4579.08086
T00564,01-03-2023 00:00,CUST077,ST1005,EMP054,PROD011,2,Credit Card,75708.51,7570.851,15141.702,2725.50636,17867.20836
T00565,01-03-2023 00:00,CUST078,ST1002,EMP082,PROD023,2,Cash,27933.22,2793.322,5586.644,1005.59592,6592.23992
T00566,01-03-2023 00:00,CUST053,ST1001,EMP100,PROD098,4,Cash,85268.7,8526.87,34107.48,6139.3464,40246.8264
T00567,01-03-2023 00:00,CUST081,ST1001,EMP031,PROD009,4,Debit Card,72849.69,7284.969,29139.876,5245.17768,34385.05368
T00568,01-03-2023 00:00,CUST057,ST1004,EMP088,PROD033,2,Debit Card,30260.76,3026.076,6052.152,1089.38736,7141.53936
T00569,01-03-2023 00:00,CUST081,ST1003,EMP082,PROD002,4,Debit Card,56938.25,5693.825,22775.3,4099.554,26874.854
T00570,01-03-2023 00:00,CUST053,ST1003,EMP048,PROD011,4,Cash,75708.51,7570.851,30283.404,5451.01272,35734.41672
T00571,01-03-2023 00:00,CUST029,ST1005,EMP089,PROD006,1,Debit Card,7157.07,715.707,715.707,128.82726,844.53426
T00572,01-03-2023 00:00,CUST042,ST1001,EMP095,PROD035,5,Credit Card,38805.77,3880.577,19402.885,3492.5193,22895.4043
T00573,01-03-2023 00:00,CUST073,ST1005,EMP058,PROD094,3,Debit Card,84056.68,8405.668,25217.004,4539.06072,29756.06472
T00574,01-03-2023 00:00,CUST089,ST1004,EMP082,PROD044,1,Cash,50949.15,5094.915,5094.915,917.0847,6011.9997
T00575,01-03-2023 00:00,CUST075,ST1002,EMP036,PROD075,1,UPI,5122.51,512.251,512.251,92.20518,604.45618
T00576,01-03-2023 00:00,CUST093,ST1005,EMP022,PROD068,1,Debit Card,14449.46,1444.946,1444.946,260.09028,1705.03628
T00577,01-03-2023 00:00,CUST072,ST1001,EMP091,PROD085,5,UPI,70834.31,7083.431,35417.155,6375.0879,41792.2429
T00578,01-03-2023 00:00,CUST029,ST1001,EMP046,PROD071,3,Debit Card,24996.83,2499.683,7499.049,1349.82882,8848.87782
T00579,01-03-2023 00:00,CUST013,ST1002,EMP003,PROD039,3,Cash,1315.78,131.578,394.734,71.05212,465.78612
T00580,01-03-2023 00:00,CUST069,ST1003,EMP089,PROD010,1,Debit Card,96340.67,9634.067,9634.067,1734.13206,11368.19906
T00581,01-03-2023 00:00,CUST083,ST1004,EMP043,PROD024,3,UPI,54730.89,5473.089,16419.267,2955.46806,19374.73506
T00582,01-03-2023 00:00,CUST006,ST1003,EMP072,PROD092,4,Credit Card,35173.79,3517.379,14069.516,2532.51288,16602.02888
T00583,01-03-2023 00:00,CUST098,ST1003,EMP049,PROD098,4,Cash,85268.7,8526.87,34107.48,6139.3464,40246.8264
T00584,01-03-2023 00:00,CUST056,ST1001,EMP025,PROD041,1,Credit Card,32259.26,3225.926,3225.926,580.66668,3806.59268
T00585,01-03-2023 00:00,CUST046,ST1003,EMP018,PROD046,4,Debit Card,17795.8,1779.58,7118.32,1281.2976,8399.6176
T00586,01-03-2023 00:00,CUST067,ST1001,EMP031,PROD065,4,Credit Card,71981.66,7198.166,28792.664,5182.67952,33975.34352
T00587,01-03-2023 00:00,CUST020,ST1003,EMP097,PROD059,5,UPI,57999.92,5799.992,28999.96,5219.9928,34219.9528
T00588,01-03-2023 00:00,CUST047,ST1001,EMP007,PROD074,1,Credit Card,77219.89,7721.989,7721.989,1389.95802,9111.94702
T00589,01-03-2023 00:00,CUST001,ST1004,EMP012,PROD035,5,UPI,38805.77,3880.577,19402.885,3492.5193,22895.4043
T00590,01-03-2023 00:00,CUST005,ST1002,EMP036,PROD001,1,Credit Card,51751.88,5175.188,5175.188,931.53384,6106.72184
T00591,01-03-2023 00:00,CUST031,ST1001,EMP050,PROD087,3,Debit Card,86798.49,8679.849,26039.547,4687.11846,30726.66546
T00592,01-03-2023 00:00,CUST045,ST1001,EMP008,PROD037,1,Cash,42211.96,4221.196,4221.196,759.81528,4981.01128
T00593,01-03-2023 00:00,CUST080,ST1001,EMP086,PROD049,5,UPI,17788.31,1778.831,8894.155,1600.9479,10495.1029
T00594,01-03-2023 00:00,CUST064,ST1004,EMP046,PROD019,2,Debit Card,57587.74,5758.774,11517.548,2073.15864,13590.70664
T00595,01-03-2023 00:00,CUST015,ST1003,EMP068,PROD083,3,UPI,63623.04,6362.304,19086.912,3435.64416,22522.55616
T00596,01-03-2023 00:00,CUST022,ST1005,EMP085,PROD068,3,Cash,14449.46,1444.946,4334.838,780.27084,5115.10884
T00597,01-03-2023 00:00,CUST037,ST1004,EMP046,PROD072,2,Cash,21865.97,2186.597,4373.194,787.17492,5160.36892
T00598,01-03-2023 00:00,CUST057,ST1005,EMP062,PROD014,4,UPI,17380.67,1738.067,6952.268,1251.40824,8203.67624
T00599,01-03-2023 00:00,CUST049,ST1001,EMP029,PROD059,3,Cash,57999.92,5799.992,17399.976,3131.99568,20531.97168
T00600,01-03-2023 00:00,CUST037,ST1001,EMP082,PROD045,4,Debit Card,51971.38,5197.138,20788.552,3741.93936,24530.49136
T00601,01-03-2023 00:00,CUST037,ST1002,EMP065,PROD042,2,Debit Card,77065.06,7706.506,15413.012,2774.34216,18187.35416
T00602,01-03-2023 00:00,CUST039,ST1004,EMP093,PROD071,2,Debit Card,24996.83,2499.683,4999.366,899.88588,5899.25188
T00603,01-03-2023 00:00,CUST045,ST1002,EMP098,PROD001,4,Debit Card,51751.88,5175.188,20700.752,3726.13536,24426.88736
T00604,01-03-2023 00:00,CUST085,ST1003,EMP073,PROD095,2,Credit Card,990.62,99.062,198.124,35.66232,233.78632
T00605,01-03-2023 00:00,CUST007,ST1002,EMP066,PROD088,1,Cash,44655.88,4465.588,4465.588,803.80584,5269.39384
